Step,c_myRG2compute_poly1,c_myRG2compute_poly2,c_myRG2compute_poly3,c_myRG2compute_poly4,c_myRG2compute_poly5,c_myRG2compute_poly6,c_myRG2compute_poly7,c_myRG2compute_poly8,c_myRG2compute_poly9,c_myRG2compute_poly10,Temp,PotEng,KinEng,TotEng
1015000,1.8349727,1.68707,1.1241779,1.7968965,1.3519839,1.4105224,1.588582,1.8161366,1.681912,2.5861049,1.0088052,0.44713729,1.5056418,1.9527791
1025000,2.1094471,1.6572733,1.1212716,1.5680751,1.3750032,1.2581316,1.5606994,1.9233518,1.8592478,2.5231403,0.96632473,0.59069953,1.4422397,2.0329392
1030000,2.1528396,1.5551573,1.1263555,1.4422649,1.386097,1.2886268,1.7009225,1.9843362,1.5788518,2.6990685,1.1360686,0.53033431,1.6955825,2.2259168
1040000,2.1964402,1.4937796,1.277431,1.4895158,1.3434964,1.4051514,1.8327457,2.0266733,1.4427531,2.9756331,0.97007733,0.54861741,1.4478404,1.9964578
1050000,2.0081135,1.4767981,1.2313984,1.7599954,1.1957481,1.4393263,1.6375665,1.8869048,1.4727397,2.7776272,0.94666358,0.46060949,1.4128954,1.8735049
1060000,2.0035971,1.4709146,1.3572505,1.9264866,1.5519463,1.7640398,1.6570577,1.4108741,1.3859037,2.6573437,0.9580724,0.38797226,1.4299231,1.8178953
1065000,1.7817904,1.4001191,1.5215642,1.9184453,1.5535995,1.9705867,1.5935436,1.4591495,1.3920838,2.6998415,0.96849873,0.40776624,1.4454844,1.8532506
1075000,1.9482324,1.5256442,1.5339735,1.8539846,1.6205866,1.7913325,1.7611573,1.433119,1.5040801,2.7248144,1.0207075,0.50936937,1.5234059,2.0327753
1085000,1.9069588,1.4824241,1.3296613,1.639958,1.4541733,1.6751599,1.7808086,1.328586,1.6211984,2.7599435,1.0870052,0.4442408,1.6223552,2.066596
1095000,1.9307907,1.3648019,1.4801733,1.5278732,1.3259999,1.9265432,2.1520931,1.2838198,1.6670452,2.3261019,0.94918732,0.49434195,1.4166621,1.911004
1105000,1.8448462,1.6168875,1.4889327,1.5825787,1.4099114,1.7094485,1.9722367,1.3233286,1.677676,2.6960674,0.95493921,0.39765577,1.4252468,1.8229025
1110000,1.6887644,1.3658081,1.6846711,1.8493472,1.3162339,1.7499223,2.0973236,1.3721443,1.798974,2.4107275,0.96015469,0.55470238,1.4330309,1.9877333
1115000,1.8031727,1.468495,1.6586471,1.6917842,1.2100558,1.4940165,1.9679228,1.4721963,1.7377424,2.124066,0.94944043,0.41504654,1.4170398,1.8320864
1125000,1.6525188,1.7009574,1.4950983,1.6377968,1.1700466,1.778248,1.9679541,1.825345,1.9504151,2.0155957,1.0028104,0.46898553,1.4966945,1.9656801
1130000,1.7059566,1.858133,1.5191014,1.5896326,1.2158146,1.6543286,1.8348446,1.872447,2.0141243,2.081633,0.95176144,0.45489814,1.4205039,1.8754021
1135000,1.8798823,1.8439791,1.6627608,1.5063758,1.2142849,1.7429629,1.8759609,1.8434156,1.7198779,1.9342937,1.0403478,0.42357975,1.5527191,1.9762989
1140000,1.697226,1.8634312,1.3369787,1.6208254,1.3320922,1.6599497,1.7170876,1.6755806,1.8462822,2.1942763,0.98192869,0.47991173,1.4655286,1.9454403
1150000,1.471536,1.9788221,1.3769958,1.8670868,1.3034039,1.7859767,1.8390998,1.8123275,1.703134,2.0488147,0.9871571,0.4719206,1.473332,1.9452526
1155000,1.5189217,2.3254293,1.1551926,1.9456887,1.2637496,1.8878134,1.5929217,1.985321,1.6835074,2.1981887,0.94552438,0.44240336,1.4111951,1.8535985
1160000,1.4319962,2.4681733,1.1443338,1.782765,1.3800591,2.2110492,1.4694461,1.8982367,1.6935511,2.3402795,1.0068933,0.48752874,1.5027882,1.9903169
1165000,1.6645744,2.3820685,1.2658014,1.5622716,1.182859,2.1812251,1.4254168,1.8325482,1.7116464,1.9785414,0.95637691,0.41968675,1.4273925,1.8470793
1175000,2.0009222,2.2821771,1.1399979,1.7559951,1.2788025,2.3580812,1.4711941,1.8019727,2.0346023,2.0778355,0.99069617,0.39024889,1.478614,1.8688629
1185000,1.9881143,2.2853392,1.4765866,1.9213741,1.2737127,2.1540166,1.6309893,1.9993598,2.1115474,2.2432518,1.054962,0.47371741,1.5745307,2.0482482
1190000,2.1686567,2.2770404,1.1591976,1.90386,1.4050014,2.2252396,1.5885591,1.8325696,2.0094089,2.160979,1.0080476,0.49781467,1.504511,2.0023257
1195000,2.1703925,2.2598555,1.1310443,1.881207,1.5484758,1.9348185,1.3344902,1.7478387,1.9352994,2.1294092,1.1132852,0.47191865,1.6615781,2.1334967
1200000,2.1132031,2.3184556,1.4428463,1.5283822,1.2347825,1.9186024,1.2710845,1.6858076,1.7433004,2.1833637,1.0601634,0.46443181,1.5822939,2.0467257
1210000,1.8849985,2.290423,1.566864,1.3796866,1.356328,1.7280013,1.3172495,1.7055468,1.5544348,2.2780393,1.0204518,0.50478848,1.5230242,2.0278127
1215000,1.6563022,2.1477543,1.426755,1.5445029,1.5884389,1.7934755,1.3426974,1.6533168,1.6432289,2.0842148,0.99722304,0.5322283,1.4883554,2.0205837
1225000,1.958298,2.095069,1.3935902,1.5905988,1.6798717,1.821303,1.1814548,1.882231,1.5331713,1.7840752,0.94354052,0.54211329,1.4082342,1.9503475
1230000,2.2092918,2.1135383,1.39206,1.4733218,1.7683723,1.5881899,1.0704383,2.0280457,1.650985,1.8195471,1.0735365,0.44357919,1.6022532,2.0458324
1240000,2.3213837,2.1211899,1.3488722,1.3118909,1.9434029,1.7076989,1.1263606,1.9346662,1.6290389,1.7823126,1.1332353,0.50825571,1.6913536,2.1996093
1255000,2.42239,2.0365745,1.5066956,1.5873369,2.1475114,2.1191993,0.8958178,2.0096983,1.5255246,1.8787391,1.0260367,0.47327505,1.5313598,2.0046348
1260000,2.3677007,2.09079,1.5423803,1.6085022,1.963035,2.0464311,1.0209772,1.9451323,1.7353723,1.8776186,0.93084388,0.41964577,1.3892845,1.8089303
1270000,2.367864,1.8490233,1.6226873,1.5470436,1.746854,1.9952437,1.3929,2.0448428,1.6607904,1.9613989,0.99047566,0.55018665,1.4782849,2.0284716
1285000,2.0578329,2.0082296,1.3828993,1.6188274,1.8719796,2.0829514,1.2544678,1.9411515,1.8637272,1.8312033,1.0465709,0.46091575,1.562007,2.0229228
1290000,1.8845667,1.8902816,1.3399171,1.5235849,1.8536612,2.0834993,1.4565954,2.0447918,1.8736827,1.8748595,1.0238694,0.51900821,1.528125,2.0471332
1295000,1.5823575,2.0139578,1.4466882,1.4214435,2.0603216,2.1353193,1.6695095,2.2350533,2.0127703,1.8340462,1.0220312,0.50842875,1.5253816,2.0338104
1300000,1.6343919,2.1429451,1.3574035,1.2775195,2.4028343,2.2973964,1.5624451,2.3180959,1.9363195,1.8525534,0.95397604,0.45796661,1.4238092,1.8817758
1305000,1.9034853,2.0601548,1.4275979,1.1829325,2.396382,2.2973844,1.5173957,2.3769021,1.8737261,1.9752288,0.98226019,0.38512506,1.4660233,1.8511484
1315000,1.8907349,1.8721614,1.514915,1.1930312,2.4432382,2.1644287,1.6040206,2.3023489,2.005036,1.8613487,0.94354374,0.48914893,1.408239,1.897388
1320000,1.778296,1.7949445,1.3952847,1.0581674,2.4764147,1.972191,1.7061727,2.3589949,2.0496813,1.9392651,0.96966779,0.39247238,1.4472292,1.8397015
1330000,1.4315119,1.6553438,1.2454752,0.88561289,2.290837,1.665347,1.8001712,2.1862049,2.0042667,1.8691677,1.0022357,0.55338555,1.4958368,2.0492224
1340000,1.4056735,1.5938492,1.472684,0.91487361,2.4002048,2.0185412,1.4981222,1.839529,2.1744917,2.1508056,0.99081279,0.56612207,1.4787881,2.0449102
1345000,1.3679451,1.8548183,1.3416436,0.96764437,2.4939192,1.7988255,1.4609723,1.9521669,2.1032384,1.8435118,1.0318991,0.5540394,1.5401095,2.0941489
1350000,1.4261477,1.6157825,1.3381785,0.91493153,2.8070291,1.5720034,1.4107614,1.8978812,2.2500893,1.9337356,0.98231229,0.49854736,1.4661011,1.9646485
1360000,1.6424302,1.5355804,1.3245353,0.92531254,2.6113779,1.4402249,1.4159434,1.9852826,2.4381515,1.8913407,0.98151678,0.52247154,1.4649138,1.9873853
1365000,1.5795526,1.8346516,1.1464102,1.0317169,2.5883917,1.2770453,1.3135042,1.6956271,2.2925955,1.7409669,0.89608469,0.46714213,1.3374064,1.8045485
1375000,1.7132791,1.8558455,1.4308186,1.0849862,2.3480345,1.3912662,1.2729779,1.6358026,2.517369,1.7502098,0.97973324,0.41426307,1.4622519,1.8765149
1385000,1.760152,2.2354697,1.2324124,1.0538849,2.1401303,1.3857711,1.3040106,1.6840909,2.6036087,1.7745454,1.0715031,0.44648751,1.5992184,2.0457059
1395000,1.6568295,2.0502373,1.3713052,1.3423382,1.7788076,1.200861,1.1341301,1.5407265,2.8743543,2.0164547,1.0583521,0.4579431,1.5795904,2.0375335
1405000,1.4965961,2.2022244,0.947822,1.4044833,1.7955863,1.1243673,1.3278284,1.8855801,3.1579242,2.1893289,0.9735512,0.50788452,1.4530252,1.9609097
1415000,1.5890702,1.7543949,0.85017404,1.2592347,1.5549834,1.1787928,1.4433462,2.1777416,3.0432057,2.2052414,0.96919468,0.47729793,1.4465231,1.923821
1420000,1.596299,1.6022432,1.0116878,1.3383393,1.8048523,1.2182768,1.3971274,2.1701469,2.8731487,2.2212419,1.0137953,0.48728441,1.5130895,2.0003739
1430000,1.7072207,1.5229425,1.0503454,1.49151,2.1674317,1.3172827,1.4348788,2.208883,3.0418439,2.2671985,1.0001656,0.57085323,1.4927472,2.0636005
1440000,1.7767908,1.4553217,1.3499876,1.3608509,2.425798,0.96852582,1.3793387,2.3316884,3.205708,1.9693323,0.98686228,0.47400212,1.472892,1.9468941
1445000,1.5570796,1.5348672,1.5197181,1.2902079,2.3972403,0.86624632,1.3548809,2.1331343,3.2184684,1.874382,1.0282345,0.43939469,1.53464,1.9740346
1455000,1.4004615,1.4251007,1.1274889,1.2409672,2.1836364,1.1270761,1.2275768,2.1407009,3.3340216,1.807722,1.1066353,0.4469845,1.6516532,2.0986377
1465000,1.3992647,1.152269,1.2814374,1.0492729,2.540341,1.2461626,1.100973,2.1426657,3.2097281,1.9493503,0.93896567,0.50169087,1.4014063,1.9030971
1475000,1.2905924,1.2398141,1.5673427,1.0136666,2.2209079,1.1689977,1.5070657,1.942612,3.2991103,1.9522705,0.96405345,0.50103138,1.4388498,1.9398812
1485000,1.3880524,1.4247304,1.4287368,1.1455785,2.3129055,1.2661949,1.5781835,1.7589184,3.1702529,1.7633094,0.90095814,0.40460178,1.34468,1.7492818
1495000,1.7689281,1.4618254,1.3445025,1.0781512,2.371453,1.2203314,1.9216657,1.9908812,3.1009635,1.8173572,1.0199361,0.50459065,1.5222546,2.0268453
1505000,1.8535903,1.4170798,1.3855,1.3311483,2.389298,1.2791111,1.9781868,2.0031243,2.7404811,1.7689527,1.0708516,0.49935466,1.598246,2.0976007
1510000,1.8399188,1.5445701,1.2868997,1.3632978,2.4656522,1.2120869,1.8490541,2.1980539,2.689635,1.8277365,0.97246506,0.44730615,1.4514041,1.8987103
1520000,1.7242454,1.4989911,1.6574584,1.4071553,2.8433869,1.3810548,1.8842179,1.7807803,2.9242717,1.6613508,1.0627928,0.49490645,1.5862182,2.0811247
1530000,1.8286522,1.5113277,1.547551,1.5047963,2.5157134,1.7464367,2.1628887,1.9307157,2.6475306,1.7961234,1.0106721,0.43707549,1.5084281,1.9455036
1535000,1.6526909,1.4018266,1.4813351,1.3828239,2.300474,1.9085553,2.0283051,2.0270031,2.5871585,1.8924783,1.0158364,0.44572976,1.5161359,1.9618656
1545000,1.8877197,1.1704046,1.7712013,1.2226696,1.9733871,1.698797,1.9783714,1.9455059,2.5414634,1.4853397,0.96555274,0.43830837,1.4410875,1.8793958
1555000,2.0860513,1.4210718,1.4981704,1.597349,1.9108475,2.0056521,1.8632272,1.8586094,2.673658,1.505025,1.1577639,0.45624724,1.7279626,2.1842098
1560000,2.063209,1.3902166,1.4850449,1.6652687,1.7347015,2.1304777,1.7410446,1.8589822,2.737834,1.3568458,0.91336577,0.37463204,1.3631984,1.7378305
1575000,1.8475665,1.4043343,1.1642799,1.9091264,1.5743647,2.1596364,1.968031,2.0258354,2.6745597,1.4865411,1.0684601,0.50580805,1.5946767,2.1004848
1585000,1.8412483,1.3625535,1.4601328,1.748511,1.6589003,2.1963035,1.6303392,1.9159243,2.6229943,1.4804975,1.0106888,0.50071534,1.508453,2.0091683
1595000,1.4792193,1.3319976,1.4087096,1.7629811,1.7350455,2.1554721,1.6743902,1.8408737,2.7522984,1.5055021,0.98306539,0.43695261,1.4672251,1.9041777
1600000,1.5808619,1.1881168,1.3492283,1.9210745,1.8345397,2.0642896,1.6914491,1.9914957,2.479196,1.5592402,1.0561562,0.53099447,1.5763131,2.1073075
1605000,1.6839362,1.2181319,1.4728286,1.67352,1.8016756,2.0555781,1.6768611,1.9445418,2.4695497,1.6228016,1.0461279,0.5251059,1.5613458,2.0864517
1610000,1.7671006,1.3606679,1.4321339,1.5678725,1.7734832,1.8474468,1.8991432,1.811785,2.3927746,1.5246389,1.0128753,0.50498331,1.5117163,2.0166997
1615000,1.7981938,1.4187906,1.367554,1.7467962,1.6718036,1.677162,1.9254283,1.876724,2.4553432,1.7214057,0.97774079,0.437413,1.4592781,1.8966911
1620000,1.6557856,1.3410305,1.626722,1.6927263,1.8199083,1.8114948,2.0004645,1.7924379,2.5477605,1.5621804,0.95665689,0.5210518,1.4278104,1.9488622
1630000,1.4603468,1.3293191,1.5108334,1.7452319,1.5988198,1.655808,2.1747196,2.0529203,2.4617101,1.293011,1.1556474,0.44374019,1.7248037,2.1685439
1635000,1.2178773,1.4085264,1.5318677,1.7187972,1.7044959,1.6771831,2.2343419,2.1353235,2.415287,1.2331976,1.0522749,0.4904982,1.5705203,2.0610185
1645000,1.2001425,1.1746704,1.0988268,1.4920162,1.6516917,1.5668012,2.0661882,1.9721678,2.3600092,1.5243985,0.93356604,0.43127869,1.3933473,1.824626
1655000,1.6243964,1.2550582,1.1252744,1.3530117,1.7366752,1.6485214,1.9935287,1.715653,2.238196,1.4820293,0.96893991,0.45464397,1.4461428,1.9007868
1660000,1.7243581,1.3092554,0.95313256,1.1820986,1.9159262,1.3794627,1.7571642,1.7548489,2.2387119,1.4100117,1.0299049,0.48898034,1.5371331,2.0261134
1665000,1.8558339,1.2588976,0.95005165,1.1433829,1.8834139,1.3088086,1.6631413,1.7632622,2.176897,1.3226103,1.0449066,0.37665642,1.5595231,1.9361796
1675000,2.0573801,1.2432829,0.9112472,1.4372543,2.0124396,1.306291,1.6128821,2.0735173,2.0221953,1.5593213,0.89077544,0.39340434,1.3294823,1.7228867
1680000,2.1305087,1.2413546,1.0321228,1.7065377,1.9993306,1.3791942,1.2996137,2.0046246,1.9777565,1.4571804,1.0426507,0.50711435,1.5561561,2.0632705
1685000,1.8624303,1.214634,1.2015099,1.5454275,1.9558591,1.4258545,1.4905635,1.9205961,2.1705434,1.5615635,1.0584108,0.42369705,1.5796782,2.0033752
1690000,1.802965,1.2198663,1.1978227,1.5294018,1.7615939,1.6238483,1.6022923,1.9130042,2.1049935,1.5703816,1.0288821,0.53482324,1.5356065,2.0704297
1695000,1.7204918,1.151481,1.245306,1.4780586,1.9953995,1.5073242,1.4430264,2.0338261,1.7744554,1.4443201,0.9924936,0.39689923,1.4812967,1.8781959
1700000,1.8850061,1.3019028,1.4073244,1.4154297,2.1892654,1.5279726,1.4453771,2.3505077,1.6946302,1.4455432,0.93510136,0.49412671,1.3956388,1.8897655
1705000,1.6884757,1.3082764,1.261236,1.507414,2.5147346,1.5046755,1.3699534,2.1729597,1.9019033,1.5079865,1.0108492,0.5275401,1.5086925,2.0362326
1710000,1.8874463,1.2855187,1.5497615,1.4909149,2.4117278,1.304656,1.4046316,2.0256998,1.8359626,1.6484739,1.0604677,0.53852018,1.582748,2.1212682
1720000,1.7896249,1.1956663,1.4292046,1.7810043,2.140193,1.4999206,1.4219538,2.1565427,1.6289078,1.401454,1.0356542,0.51702425,1.5457139,2.0627381
1730000,1.8755148,1.3961543,1.2045241,1.5723008,2.0813753,1.6237341,1.4751238,2.0117469,1.4673715,1.3945523,0.91528931,0.47879535,1.3660693,1.8448646
1735000,1.7166455,1.5137298,1.0973093,1.6247445,2.1227215,1.9414587,1.2415994,1.7766891,1.3737473,1.4827928,1.0608884,0.46842334,1.583376,2.0517993
1740000,1.4815328,1.3767687,0.96270806,1.7515009,2.185426,1.6942298,1.2986135,1.7933848,1.3520561,1.4796209,0.96841886,0.49316807,1.4453652,1.9385332
1745000,1.3758975,1.4683287,1.1948208,1.8914307,2.2702926,1.8723048,1.4580888,1.8497676,1.4152781,1.6409381,0.99201503,0.48157038,1.4805824,1.9621528
1750000,1.3280294,1.3184279,1.1727259,1.8989205,2.1948307,1.7451594,1.4337641,1.9534163,1.3815514,1.4201526,0.94145877,0.53188147,1.4051272,1.9370087
1760000,0.97819384,1.5949032,1.0286329,1.6481045,1.949675,2.0351094,1.3349287,1.821694,1.1227962,1.5975595,1.0562035,0.47060281,1.5763837,2.0469865
1765000,1.260437,1.4403198,1.0364507,1.7020436,2.0745523,1.85773,1.4329746,1.9169444,1.368487,1.2851678,1.0401257,0.45103629,1.5523875,2.0034238
1770000,1.301089,1.4733462,1.2087653,1.7172605,2.0138303,1.8824827,1.3307686,2.141933,1.4151322,1.581975,1.0532955,0.50701488,1.5720436,2.0790584
1780000,1.3917334,1.3152649,1.3484627,1.6456708,1.7575978,1.7203988,1.6645768,2.1332977,1.4015814,1.5656231,1.023636,0.53728867,1.5277768,2.0650654
1790000,1.4453501,1.3820027,1.3369377,1.3788453,1.70555,1.7742458,1.4118983,2.1741877,1.4571823,1.254831,1.0132018,0.55845004,1.5122036,2.0706537
1800000,1.3639222,1.2988019,1.1639167,1.7805524,1.8479407,1.6639095,1.457543,2.3109136,1.867629,1.5118791,1.101159,0.54170058,1.6434797,2.1851803
1805000,1.3498642,1.3387645,1.1148771,1.7682304,1.5845289,1.6972705,1.5987897,2.3796451,2.0594178,1.500132,1.0759047,0.4723568,1.6057877,2.0781445
1810000,1.3976555,1.4691945,1.3536237,1.7093916,1.4504242,1.5344786,1.5072634,2.5899931,2.0086827,1.631463,1.07173,0.45892018,1.599557,2.0584772
1815000,1.4722346,1.5596723,1.337481,1.9817833,1.3752802,1.6565739,1.4494091,2.5836671,2.0282914,1.4526283,1.0393322,0.49230811,1.5512033,2.0435114
1825000,1.5245782,1.3461202,1.1899122,2.2616417,1.3277747,1.1596286,1.4465539,2.5321726,1.8436243,1.5305251,1.0429023,0.47009058,1.5565317,2.0266223
1830000,1.3923978,1.3314651,1.2314639,2.2289202,1.3472625,1.1486309,1.4602619,2.5766019,1.8659403,1.4558796,1.0467053,0.50996139,1.5622077,2.0721691
1835000,1.2846641,1.4618738,1.1110093,2.3882557,1.6361053,1.0738263,1.3224822,2.2017201,1.8733256,1.5117725,0.87427444,0.54357702,1.3048546,1.8484316
1840000,1.5279391,1.3163554,1.0539015,2.2269093,1.7254539,1.0729489,1.6572375,2.189488,1.9407842,1.459824,0.92890718,0.50418614,1.386394,1.8905801
1845000,1.5723786,1.679194,1.0332635,1.8613504,1.9067735,1.057493,1.6251854,2.3628149,2.017628,1.3981043,0.9511839,0.39268623,1.419642,1.8123282
1850000,1.5338966,2.0125184,1.1495562,1.8651694,1.8404434,1.2767882,1.5893086,2.1649966,1.8657357,1.605287,0.98144526,0.50250896,1.464807,1.967316
1860000,1.3669349,1.8973648,1.3049859,1.7960889,1.6399269,1.2505809,1.8978963,2.0303321,1.7854375,1.6659946,1.0389714,0.47757658,1.5506649,2.0282415
1865000,1.4732797,1.8671081,1.2882959,1.8588543,1.4586412,1.2875109,1.6660399,1.9077244,1.7122975,1.6373758,1.0203354,0.41004701,1.5228506,1.9328976
1870000,1.254939,1.7190165,1.231795,1.9959462,1.6265713,1.1037875,1.7376443,1.936484,1.8304086,1.7984888,0.92537198,0.44919181,1.3811177,1.8303095
1875000,1.4136104,1.8559936,1.0016684,2.0186192,1.6148554,1.1674246,1.6256388,2.0197455,1.6350043,1.7277092,0.99209358,0.46609307,1.4806997,1.9467927
1885000,1.5522475,1.6004297,1.142163,1.8193511,2.1160145,1.2640502,1.5787554,2.127591,1.690375,1.7227554,1.0288686,0.42330525,1.5355864,1.9588917
1895000,1.6462226,1.9832841,1.4836656,1.9719266,1.9872458,1.2462281,1.2840833,2.0304064,1.7559748,1.6017089,1.071484,0.5027218,1.5991899,2.1019117
1905000,1.4191219,1.8446523,1.1924074,2.2226832,1.9162468,1.0651083,1.4653034,2.1622951,1.757311,1.6830415,1.0081532,0.54484096,1.5046686,2.0495096
1910000,1.7010444,2.0397334,1.37264,2.2530366,1.9012115,0.88217783,1.4927997,2.1311884,1.4615249,1.8607584,0.9526515,0.48327156,1.4218324,1.9051039
1920000,1.7956508,1.867317,1.429301,2.2246006,1.7073262,0.98643471,1.7218661,2.2837216,1.3563483,1.8038213,0.86940678,0.46439441,1.2975896,1.761984
1930000,1.5639234,1.929371,1.72699,2.208925,1.7299111,1.0140554,1.4599301,2.2313514,1.3297704,1.7516654,0.90311658,0.53866201,1.3479015,1.8865635
1935000,1.792955,1.7639294,1.5803993,2.265274,1.5712717,1.191561,1.2705461,2.5631946,1.3541325,1.8544939,0.97258379,0.52378532,1.4515813,1.9753666
1945000,1.7813004,1.672111,1.4035164,2.2474237,1.4677122,1.2342667,1.2784581,2.5490548,1.4857146,1.6506433,0.91498202,0.45212183,1.3656107,1.8177325
1955000,1.814845,1.9753671,1.223084,2.0610699,1.2108191,1.2603757,1.1747574,2.5216602,1.6063665,2.2160401,1.0293349,0.45316653,1.5362824,1.9894489
1960000,1.7201443,1.9889333,1.2149508,2.217698,1.2289417,1.3037925,1.2977891,2.4478585,1.3652305,2.1069164,1.0770034,0.46186619,1.6074276,2.0692938
1965000,1.7254949,1.9699462,1.0831052,2.0962798,1.1743941,1.4285575,1.4021012,2.338362,1.542903,2.0935432,1.0076882,0.4385288,1.5039746,1.9425034
1970000,1.7347892,1.7927993,1.3993419,2.0036439,1.3604859,1.4639591,1.7546558,2.5977203,1.5097748,2.0285549,0.97519359,0.50896571,1.4554764,1.9644421
1975000,1.5616794,1.7302338,1.4615343,2.3109226,1.4446506,1.4519142,1.5475823,2.5907863,1.3531386,1.9516984,0.93516664,0.62640496,1.3957362,2.0221412
1980000,1.7916518,1.8083637,1.4798386,2.1591477,1.5437537,1.0903653,1.3945868,2.5559509,1.3220741,1.9927718,1.1172506,0.44788681,1.6674966,2.1153834
1990000,1.642555,1.502215,1.3841434,2.1501492,1.729994,1.2609148,1.4069417,2.5739958,1.3800909,2.1201316,1.0174318,0.51632101,1.5185169,2.0348379
2000000,2.0749338,1.5400001,1.4313344,2.0303539,1.9804632,1.6701796,1.2946123,2.7290958,1.4681724,1.9105833,0.98465729,0.4793396,1.469601,1.9489406
